date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:57:49	675/675	---M-Z	200	added ('OK')	text/css	etag:%222a3-64454d46-0;gz%22	https://thecave.ec/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	C:/Users/ALEX/OneDrive/Escritorio/app/thecave.ec/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from https://thecave.ec/)
23:57:49	87482/87482	---M-Z	200	added ('OK')	application/x-javascript	etag:%22155ba-64d32f8f-0;gz%22	https://thecave.ec/wp-includes/js/jquery/jquery.min.js?ver=3.7.0	C:/Users/ALEX/OneDrive/Escritorio/app/thecave.ec/wp-includes/js/jquery/jquery.min3088.js	(from https://thecave.ec/)
23:57:49	13577/13577	---M-Z	200	added ('OK')	application/x-javascript	etag:%223509-64d32f8f-0;gz%22	https://thecave.ec/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Users/ALEX/OneDrive/Escritorio/app/thecave.ec/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://thecave.ec/)
23:57:50	15055/15055	---M-Z	200	added ('OK')	application/x-javascript	etag:%223acf-64454d46-0;gz%22	https://thecave.ec/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.15.2	C:/Users/ALEX/OneDrive/Escritorio/app/thecave.ec/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min6319.js	(from https://thecave.ec/)
23:57:51	89204/89204	---MC-	200	added ('OK')	application/json	date:Sat,%2012%20Aug%202023%2004:57:52%20GMT	https://thecave.ec/wp-json/wp/v2/pages/2	C:/Users/ALEX/OneDrive/Escritorio/app/thecave.ec/wp-json/wp/v2/pages/2.json	(from https://thecave.ec/)
23:57:51	220728/220728	---MC-	200	added ('OK')	application/json	date:Sat,%2012%20Aug%202023%2004:57:51%20GMT	https://thecave.ec/wp-json/	C:/Users/ALEX/OneDrive/Escritorio/app/thecave.ec/wp-json/index.html	(from https://thecave.ec/)
23:57:51	774/774	---M-Z	200	added ('OK')	text/xml	date:Sat,%2012%20Aug%202023%2004:57:53%20GMT	https://thecave.ec/xmlrpc.php?rsd	C:/Users/ALEX/OneDrive/Escritorio/app/thecave.ec/xmlrpc0db0.php	(from https://thecave.ec/)
23:57:52	2375/2375	---M--	200	added ('OK')	application/json	date:Sat,%2012%20Aug%202023%2004:57:53%20GMT	https://thecave.ec/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fthecave.ec%2F	C:/Users/ALEX/OneDrive/Escritorio/app/thecave.ec/wp-json/oembed/1.0/embedf515.json	(from https://thecave.ec/)
23:57:52	2805/2805	---M-Z	200	added ('OK')	text/xml	date:Sat,%2012%20Aug%202023%2004:57:53%20GMT	https://thecave.ec/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fthecave.ec%2F&format=xml	C:/Users/ALEX/OneDrive/Escritorio/app/thecave.ec/wp-json/oembed/1.0/embed1641	(from https://thecave.ec/)
23:57:53	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2012%20Aug%202023%2004:57:54%20GMT	http://thecave.ec/wp-content/plugins/revslider/public/assets/assets/dummy.png	C:/Users/ALEX/OneDrive/Escritorio/app/thecave.ec/wp-content/plugins/revslider/public/assets/assets/dummy.1b.delayed	(from https://thecave.ec/)
23:57:53	328298/328298	---M-Z	200	added ('OK')	image/svg+xml	etag:%225026a-628ec5d0-0;gz%22	https://thecave.ec/wp-content/uploads/2022/05/Logo-The-Cave_3.svg	C:/Users/ALEX/OneDrive/Escritorio/app/thecave.ec/wp-content/uploads/2022/05/Logo-The-Cave_3.svg	(from https://thecave.ec/)
23:57:53	68/68	---M--	200	added ('OK')	image/png	etag:%2244-627bffc9-0;;;%22	https://thecave.ec/wp-content/plugins/revslider/public/assets/assets/dummy.png	C:/Users/ALEX/OneDrive/Escritorio/app/thecave.ec/wp-content/plugins/revslider/public/assets/assets/dummy.png	(from https://thecave.ec/)
23:57:54	18063/18063	---M-Z	200	added ('OK')	image/svg+xml	etag:%22468f-628ec850-0;gz%22	https://thecave.ec/wp-content/uploads/2022/05/logoescala.svg	C:/Users/ALEX/OneDrive/Escritorio/app/thecave.ec/wp-content/uploads/2022/05/logoescala.svg	(from https://thecave.ec/)
23:57:54	120802/120802	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Aug%202023%2004:57:55%20GMT	https://thecave.ec/contact-us/	C:/Users/ALEX/OneDrive/Escritorio/app/thecave.ec/contact-us/index.html	(from https://thecave.ec/)
23:57:54	13839/13839	---M-Z	200	added ('OK')	image/svg+xml	etag:%22360f-628ec84e-0;gz%22	https://thecave.ec/wp-content/uploads/2022/05/logojardin.svg	C:/Users/ALEX/OneDrive/Escritorio/app/thecave.ec/wp-content/uploads/2022/05/logojardin.svg	(from https://thecave.ec/)
23:57:54	15365/15365	---M-Z	200	added ('OK')	image/svg+xml	etag:%223c05-628ec852-0;gz%22	https://thecave.ec/wp-content/uploads/2022/05/logopaseo.svg	C:/Users/ALEX/OneDrive/Escritorio/app/thecave.ec/wp-content/uploads/2022/05/logopaseo.svg	(from https://thecave.ec/)
23:57:54	13340/13340	---M-Z	200	added ('OK')	image/svg+xml	etag:%22341c-6307f45b-0;gz%22	https://thecave.ec/wp-content/uploads/2022/08/Logo-Rio-Centro.svg	C:/Users/ALEX/OneDrive/Escritorio/app/thecave.ec/wp-content/uploads/2022/08/Logo-Rio-Centro.svg	(from https://thecave.ec/)
23:57:55	176/176	---M--	200	added ('OK')	image/png	etag:%22b0-64d2ac3c-0;;;%22	https://thecave.ec/wp-content/plugins/instagram-feed/img/placeholder.png	C:/Users/ALEX/OneDrive/Escritorio/app/thecave.ec/wp-content/plugins/instagram-feed/img/placeholder.png	(from https://thecave.ec/)
23:57:55	1030604/1030604	---M--	200	added ('OK')	image/png	etag:%22fb9cc-628e702a-0;;;%22	https://thecave.ec/wp-content/uploads/2022/05/foto1-750x1024.png	C:/Users/ALEX/OneDrive/Escritorio/app/thecave.ec/wp-content/uploads/2022/05/foto1-750x1024.png	(from https://thecave.ec/)
23:57:55	1/1	---M-Z	400	error ('Bad%20Request')	text/html	date:Sat,%2012%20Aug%202023%2004:57:57%20GMT	https://thecave.ec/wp-admin/admin-ajax.php	C:/Users/ALEX/OneDrive/Escritorio/app/thecave.ec/wp-admin/admin-ajax.php	(from https://thecave.ec/)
23:57:56	460389/460389	---M-Z	200	added ('OK')	image/svg+xml	etag:%2270665-628ec39e-0;gz%22	https://thecave.ec/wp-content/uploads/2022/05/Logo-The-Cave_2.svg	C:/Users/ALEX/OneDrive/Escritorio/app/thecave.ec/wp-content/uploads/2022/05/Logo-The-Cave_2.svg	(from https://thecave.ec/)
23:57:56	77160/77160	---M--	200	added ('OK')	application/font-woff2	etag:%2212d68-627bffc9-0;;;%22	https://thecave.ec/wp-content/plugins/revslider/public/assets/fonts/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/Users/ALEX/OneDrive/Escritorio/app/thecave.ec/wp-content/plugins/revslider/public/assets/fonts/font-awesome/fonts/fontawesome-webfont3e6e.woff2	(from https://thecave.ec/)
23:57:56	36925/36925	---M-Z	200	added ('OK')	text/css	etag:%22903d-627bffc9-0;gz%22	https://thecave.ec/wp-content/plugins/revslider/public/assets/fonts/font-awesome/css/font-awesome.css	C:/Users/ALEX/OneDrive/Escritorio/app/thecave.ec/wp-content/plugins/revslider/public/assets/fonts/font-awesome/css/font-awesome.css	(from https://thecave.ec/)
23:57:56	691/691	---M-Z	200	added ('OK')	text/css	etag:%222b3-627bfc46-0;gz%22	https://thecave.ec/wp-content/themes/betheme/functions/plugins/elementor/assets/elementor.css?ver=6.3	C:/Users/ALEX/OneDrive/Escritorio/app/thecave.ec/wp-content/themes/betheme/functions/plugins/elementor/assets/elementorf801.css	(from https://thecave.ec/)
23:57:56	18468/18468	---M-Z	200	added ('OK')	text/css	etag:%224824-64454d46-0;gz%22	https://thecave.ec/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.15.2	C:/Users/ALEX/OneDrive/Escritorio/app/thecave.ec/wp-content/plugins/elementor/assets/lib/animations/animations.min6319.css	(from https://thecave.ec/)
23:57:56	57925/57925	---M-Z	200	added ('OK')	text/css	etag:%22e245-627bffc9-0;gz%22	https://thecave.ec/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.5.20	C:/Users/ALEX/OneDrive/Escritorio/app/thecave.ec/wp-content/plugins/revslider/public/assets/css/rs6f225.css	(from https://thecave.ec/)
23:57:57	10770/10770	---M-Z	200	added ('OK')	application/x-javascript	etag:%222a12-64cf904a-0;gz%22	https://thecave.ec/wp-content/plugins/contact-form-7/includes/swv/js/index.js?ver=5.8	C:/Users/ALEX/OneDrive/Escritorio/app/thecave.ec/wp-content/plugins/contact-form-7/includes/swv/js/index41a3.js	(from https://thecave.ec/)
23:57:57	12943/12943	---M-Z	200	added ('OK')	application/x-javascript	etag:%22328f-641d4444-0;gz%22	https://thecave.ec/wp-content/plugins/contact-form-7/includes/js/index.js?ver=5.8	C:/Users/ALEX/OneDrive/Escritorio/app/thecave.ec/wp-content/plugins/contact-form-7/includes/js/index41a3.js	(from https://thecave.ec/)
23:57:57	128668/128668	---M-Z	200	added ('OK')	application/x-javascript	etag:%221f69c-627bffc9-0;gz%22	https://thecave.ec/wp-content/plugins/revslider/public/assets/js/rbtools.min.js?ver=6.5.18	C:/Users/ALEX/OneDrive/Escritorio/app/thecave.ec/wp-content/plugins/revslider/public/assets/js/rbtools.min8331.js	(from https://thecave.ec/)
23:57:58	388224/388224	---M-Z	200	added ('OK')	application/x-javascript	etag:%225ec80-627bffc9-0;gz%22	https://thecave.ec/wp-content/plugins/revslider/public/assets/js/rs6.min.js?ver=6.5.20	C:/Users/ALEX/OneDrive/Escritorio/app/thecave.ec/wp-content/plugins/revslider/public/assets/js/rs6.minf225.js	(from https://thecave.ec/)
23:57:58	21438/21438	---M-Z	200	added ('OK')	application/x-javascript	etag:%2253be-64253785-0;gz%22	https://thecave.ec/wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	C:/Users/ALEX/OneDrive/Escritorio/app/thecave.ec/wp-includes/js/jquery/ui/core.min3f14.js	(from https://thecave.ec/)
23:57:58	11937/11937	---M-Z	200	added ('OK')	application/x-javascript	etag:%222ea1-63621846-0;gz%22	https://thecave.ec/wp-includes/js/jquery/ui/tabs.min.js?ver=1.13.2	C:/Users/ALEX/OneDrive/Escritorio/app/thecave.ec/wp-includes/js/jquery/ui/tabs.min3f14.js	(from https://thecave.ec/)
23:57:58	201504/201504	---M-Z	200	added ('OK')	application/x-javascript	etag:%2231320-627bfc46-0;gz%22	https://thecave.ec/wp-content/themes/betheme/js/plugins.js?ver=26.3	C:/Users/ALEX/OneDrive/Escritorio/app/thecave.ec/wp-content/themes/betheme/js/pluginsf550.js	(from https://thecave.ec/)
23:57:59	2610/2610	---M-Z	200	added ('OK')	application/x-javascript	etag:%22a32-627bfc46-0;gz%22	https://thecave.ec/wp-content/themes/betheme/js/menu.js?ver=26.3	C:/Users/ALEX/OneDrive/Escritorio/app/thecave.ec/wp-content/themes/betheme/js/menuf550.js	(from https://thecave.ec/)
23:57:59	1831/1831	---M-Z	200	added ('OK')	application/x-javascript	etag:%22727-627bfc47-0;gz%22	https://thecave.ec/wp-content/themes/betheme/assets/animations/animations.min.js?ver=26.3	C:/Users/ALEX/OneDrive/Escritorio/app/thecave.ec/wp-content/themes/betheme/assets/animations/animations.minf550.js	(from https://thecave.ec/)
23:57:59	52577/52577	---M-Z	200	added ('OK')	application/x-javascript	etag:%22cd61-627bfc47-0;gz%22	https://thecave.ec/wp-content/themes/betheme/assets/jplayer/jplayer.min.js?ver=26.3	C:/Users/ALEX/OneDrive/Escritorio/app/thecave.ec/wp-content/themes/betheme/assets/jplayer/jplayer.minf550.js	(from https://thecave.ec/)
23:57:59	3963/3963	---M-Z	200	added ('OK')	application/x-javascript	etag:%22f7b-627bfc46-0;gz%22	https://thecave.ec/wp-content/themes/betheme/js/parallax/translate3d.js?ver=26.3	C:/Users/ALEX/OneDrive/Escritorio/app/thecave.ec/wp-content/themes/betheme/js/parallax/translate3df550.js	(from https://thecave.ec/)
23:58:00	90016/90016	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215fa0-627bfc46-0;gz%22	https://thecave.ec/wp-content/themes/betheme/js/scripts.js?ver=26.3	C:/Users/ALEX/OneDrive/Escritorio/app/thecave.ec/wp-content/themes/betheme/js/scriptsf550.js	(from https://thecave.ec/)
23:58:00	27579/27579	---M-Z	200	added ('OK')	application/x-javascript	etag:%226bbb-64d2ac3c-0;gz%22	https://thecave.ec/wp-content/plugins/instagram-feed/js/sbi-scripts.min.js?ver=6.2	C:/Users/ALEX/OneDrive/Escritorio/app/thecave.ec/wp-content/plugins/instagram-feed/js/sbi-scripts.minae48.js	(from https://thecave.ec/)
23:58:00	4958/4958	---M-Z	200	added ('OK')	application/x-javascript	etag:%22135e-64d393e0-0;gz%22	https://thecave.ec/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.15.2	C:/Users/ALEX/OneDrive/Escritorio/app/thecave.ec/wp-content/plugins/elementor/assets/js/webpack.runtime.min6319.js	(from https://thecave.ec/)
23:58:00	56154/56154	---M-Z	200	added ('OK')	application/x-javascript	etag:%22db5a-64d393e0-0;gz%22	https://thecave.ec/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.15.2	C:/Users/ALEX/OneDrive/Escritorio/app/thecave.ec/wp-content/plugins/elementor/assets/js/frontend-modules.min6319.js	(from https://thecave.ec/)
23:58:01	12198/12198	---M-Z	200	added ('OK')	application/x-javascript	etag:%222fa6-64454d46-0;gz%22	https://thecave.ec/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/Users/ALEX/OneDrive/Escritorio/app/thecave.ec/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://thecave.ec/)
23:58:01	40746/40746	---M-Z	200	added ('OK')	application/x-javascript	etag:%229f2a-64d393e0-0;gz%22	https://thecave.ec/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.15.2	C:/Users/ALEX/OneDrive/Escritorio/app/thecave.ec/wp-content/plugins/elementor/assets/js/frontend.min6319.js	(from https://thecave.ec/)
23:58:02	125568/125568	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221ea80-627bfc47-0;;;%22	https://thecave.ec/wp-content/themes/betheme/fonts/mfn/icons.eot?31690507	C:/Users/ALEX/OneDrive/Escritorio/app/thecave.ec/wp-content/themes/betheme/fonts/mfn/icons4cdc.eot	(from https://thecave.ec/wp-content/themes/betheme/css/be.css?ver=26.3)
23:58:02	81448/81448	---M--	200	added ('OK')	application/font-woff	etag:%2213e28-627bfc47-0;;;%22	https://thecave.ec/wp-content/themes/betheme/fonts/mfn/icons.woff?31690507	C:/Users/ALEX/OneDrive/Escritorio/app/thecave.ec/wp-content/themes/betheme/fonts/mfn/icons4cdc.woff	(from https://thecave.ec/wp-content/themes/betheme/css/be.css?ver=26.3)
23:58:03	185810/185810	---M-Z	200	added ('OK')	image/svg+xml	etag:%222d5d2-627bfc47-0;gz%22	https://thecave.ec/wp-content/themes/betheme/fonts/mfn/icons.svg?31690507	C:/Users/ALEX/OneDrive/Escritorio/app/thecave.ec/wp-content/themes/betheme/fonts/mfn/icons4cdc.svg	(from https://thecave.ec/wp-content/themes/betheme/css/be.css?ver=26.3)
23:58:03	1887/1887	---M-Z	200	added ('OK')	image/svg+xml	etag:%2275f-627bfc46-0;gz%22	https://thecave.ec/wp-content/themes/betheme/muffin-options/svg/be-mono.svg	C:/Users/ALEX/OneDrive/Escritorio/app/thecave.ec/wp-content/themes/betheme/muffin-options/svg/be-mono.svg	(from https://thecave.ec/wp-content/themes/betheme/css/be.css?ver=26.3)
23:58:03	125396/125396	---M--	200	added ('OK')	application/x-font-ttf	etag:%221e9d4-627bfc47-0;;;%22	https://thecave.ec/wp-content/themes/betheme/fonts/mfn/icons.ttf?31690507	C:/Users/ALEX/OneDrive/Escritorio/app/thecave.ec/wp-content/themes/betheme/fonts/mfn/icons4cdc.ttf	(from https://thecave.ec/wp-content/themes/betheme/css/be.css?ver=26.3)
23:58:03	972/972	---M--	200	added ('OK')	image/png	etag:%223cc-627bfc47-0;;;%22	https://thecave.ec/wp-content/themes/betheme/images/stripes/stripes_5_b.png	C:/Users/ALEX/OneDrive/Escritorio/app/thecave.ec/wp-content/themes/betheme/images/stripes/stripes_5_b.png	(from https://thecave.ec/wp-content/themes/betheme/css/be.css?ver=26.3)
23:58:03	974/974	---M--	200	added ('OK')	image/png	etag:%223ce-627bfc47-0;;;%22	https://thecave.ec/wp-content/themes/betheme/images/stripes/stripes_3_b.png	C:/Users/ALEX/OneDrive/Escritorio/app/thecave.ec/wp-content/themes/betheme/images/stripes/stripes_3_b.png	(from https://thecave.ec/wp-content/themes/betheme/css/be.css?ver=26.3)
23:58:04	404/404	---M--	200	added ('OK')	image/gif	etag:%22194-627bfc47-0;;;%22	https://thecave.ec/wp-content/themes/betheme/images/preloader.gif	C:/Users/ALEX/OneDrive/Escritorio/app/thecave.ec/wp-content/themes/betheme/images/preloader.gif	(from https://thecave.ec/wp-content/themes/betheme/css/be.css?ver=26.3)
23:58:04	108/108	---M--	200	added ('OK')	image/png	etag:%226c-627bfc47-0;;;%22	https://thecave.ec/wp-content/themes/betheme/images/box_shadow.png	C:/Users/ALEX/OneDrive/Escritorio/app/thecave.ec/wp-content/themes/betheme/images/box_shadow.png	(from https://thecave.ec/wp-content/themes/betheme/css/be.css?ver=26.3)
23:58:04	241/241	---M--	200	added ('OK')	image/png	etag:%22f1-627bfc47-0;;;%22	https://thecave.ec/wp-content/themes/betheme/images/blog_masonry_tile_gradient.png	C:/Users/ALEX/OneDrive/Escritorio/app/thecave.ec/wp-content/themes/betheme/images/blog_masonry_tile_gradient.png	(from https://thecave.ec/wp-content/themes/betheme/css/be.css?ver=26.3)
23:58:05	2338/2338	---M--	200	added ('OK')	image/png	etag:%22922-627bfc47-0;;;%22	https://thecave.ec/wp-content/themes/betheme/images/timeline_right.png	C:/Users/ALEX/OneDrive/Escritorio/app/thecave.ec/wp-content/themes/betheme/images/timeline_right.png	(from https://thecave.ec/wp-content/themes/betheme/css/be.css?ver=26.3)
23:58:05	1168/1168	---M--	200	added ('OK')	image/png	etag:%22490-627bfc47-0;;;%22	https://thecave.ec/wp-content/themes/betheme/images/recent_comments.png	C:/Users/ALEX/OneDrive/Escritorio/app/thecave.ec/wp-content/themes/betheme/images/recent_comments.png	(from https://thecave.ec/wp-content/themes/betheme/css/be.css?ver=26.3)
23:58:05	982/982	---M--	200	added ('OK')	image/png	etag:%223d6-627bfc47-0;;;%22	https://thecave.ec/wp-content/themes/betheme/images/stripes/stripes_10_w.png	C:/Users/ALEX/OneDrive/Escritorio/app/thecave.ec/wp-content/themes/betheme/images/stripes/stripes_10_w.png	(from https://thecave.ec/wp-content/themes/betheme/css/be.css?ver=26.3)
23:58:05	966/966	---M--	200	added ('OK')	image/png	etag:%223c6-627bfc47-0;;;%22	https://thecave.ec/wp-content/themes/betheme/images/videomask.png	C:/Users/ALEX/OneDrive/Escritorio/app/thecave.ec/wp-content/themes/betheme/images/videomask.png	(from https://thecave.ec/wp-content/themes/betheme/css/be.css?ver=26.3)
23:58:05	118/118	---M--	200	added ('OK')	image/png	etag:%2276-627bfc47-0;;;%22	https://thecave.ec/wp-content/themes/betheme/images/stripes/textline_dark.png	C:/Users/ALEX/OneDrive/Escritorio/app/thecave.ec/wp-content/themes/betheme/images/stripes/textline_dark.png	(from https://thecave.ec/wp-content/themes/betheme/css/be.css?ver=26.3)
23:58:06	2993/2993	---M--	200	added ('OK')	image/png	etag:%22bb1-627bfc47-0;;;%22	https://thecave.ec/wp-content/themes/betheme/images/fancy_heading_hr_dark.png	C:/Users/ALEX/OneDrive/Escritorio/app/thecave.ec/wp-content/themes/betheme/images/fancy_heading_hr_dark.png	(from https://thecave.ec/wp-content/themes/betheme/css/be.css?ver=26.3)
